Year	Gear	State	Lenbin	Prop.numbers
2011	TRAWL	OR	66	0.492275584
2011	TRAWL	WA	66	0.020016064
2004	TRAWL	OR	12	0.504868486
2004	TRAWL	WA	12	0.185600541
2004	TRAWL	OR	14	0.634410546
2004	TRAWL	WA	14	0.913475035
2004	TRAWL	OR	16	0.150537025
2004	TRAWL	WA	16	0.808928815
2004	TRAWL	OR	18	0.595105796
2004	TRAWL	WA	18	0.978533066
2004	TRAWL	OR	20	0.816770509
2004	TRAWL	WA	20	0.12393161
2004	TRAWL	OR	22	0.665441611
2004	TRAWL	WA	22	0.942599509
2004	TRAWL	OR	24	0.721222233
2004	TRAWL	WA	24	0.514187228
2004	TRAWL	OR	26	0.611141636
2004	TRAWL	WA	26	0.671856825
2004	TRAWL	OR	28	0.406079056
2004	TRAWL	WA	28	0.811631273
2004	TRAWL	OR	30	0.765367937
2004	TRAWL	WA	30	0.516300509
2004	TRAWL	OR	32	0.168641326
2004	TRAWL	WA	32	0.459485677
2004	TRAWL	OR	34	0.56280407
2004	TRAWL	WA	34	0.091019358
2004	TRAWL	OR	36	0.754338122
2004	TRAWL	WA	36	0.977130441
2004	TRAWL	OR	38	0.53334829
2004	TRAWL	WA	38	0.272984018
2004	TRAWL	OR	40	0.564162769
2004	TRAWL	WA	40	0.562232182
2004	TRAWL	OR	42	0.705136782
2004	TRAWL	WA	42	0.730768209
2004	TRAWL	OR	44	0.905727248
2004	TRAWL	WA	44	0.598454583
2004	TRAWL	OR	46	0.844763977
2004	TRAWL	WA	46	0.663520314
2004	TRAWL	OR	48	0.317971142
2004	TRAWL	WA	48	0.442976899
2004	TRAWL	OR	50	0.454671215
2004	TRAWL	WA	50	0.573358143
2004	TRAWL	OR	52	0.083429558
2004	TRAWL	WA	52	0.044246642
2004	TRAWL	OR	54	0.767225606
2004	TRAWL	WA	54	0.578796835
2004	TRAWL	OR	56	0.481044623
2004	TRAWL	WA	56	0.315465372
2004	TRAWL	OR	58	0.27334328
2004	TRAWL	WA	58	0.716484418
2004	TRAWL	OR	60	0.374875832
2004	TRAWL	WA	60	0.780630768
2004	TRAWL	OR	62	0.73232459
2004	TRAWL	WA	62	0.067485403
2004	TRAWL	OR	64	0.751809076
2004	TRAWL	WA	64	0.527789561
2004	TRAWL	OR	66	0.927377694
2004	TRAWL	WA	66	0.166524848
2005	TRAWL	OR	12	0.431977621
2005	TRAWL	WA	12	0.077900463
2005	TRAWL	OR	14	0.600836092
2005	TRAWL	WA	14	0.31747831
2005	TRAWL	OR	16	0.136536963
2005	TRAWL	WA	16	0.384375067
2005	TRAWL	OR	18	0.402579954
2005	TRAWL	WA	18	0.520099518
2005	TRAWL	OR	20	0.452896473
2005	TRAWL	WA	20	0.961127705
2005	TRAWL	OR	22	0.31337289
2005	TRAWL	WA	22	0.66303776
2005	TRAWL	OR	24	0.935248088
2005	TRAWL	WA	24	0.731574463
2005	TRAWL	OR	26	0.572275342
2005	TRAWL	WA	26	0.687342502
2005	TRAWL	OR	28	0.891398984
2005	TRAWL	WA	28	0.732072871
2005	TRAWL	OR	30	0.206214836
2005	TRAWL	WA	30	0.99825079
2005	TRAWL	OR	32	0.587157754
2005	TRAWL	WA	32	0.284435225
2005	TRAWL	OR	34	0.351705027
2005	TRAWL	WA	34	0.424679453
2005	TRAWL	OR	36	0.507346114
2005	TRAWL	WA	36	0.551867843
2005	TRAWL	OR	38	0.161250286
2005	TRAWL	WA	38	0.932210937
2005	TRAWL	OR	40	0.9268156
2005	TRAWL	WA	40	0.131340382
2005	TRAWL	OR	42	0.732901599
2005	TRAWL	WA	42	0.856765303
2005	TRAWL	OR	44	0.703116002
2005	TRAWL	WA	44	0.972146273
2005	TRAWL	OR	46	0.7539939
2005	TRAWL	WA	46	0.146263306
2005	TRAWL	OR	48	0.507538242
2005	TRAWL	WA	48	0.168040565
2005	TRAWL	OR	50	0.687300728
2005	TRAWL	WA	50	0.974320882
2005	TRAWL	OR	52	0.718051175
2005	TRAWL	WA	52	0.475483983
2005	TRAWL	OR	54	0.83675593
2005	TRAWL	WA	54	0.449691983
2005	TRAWL	OR	56	0.435307149
2005	TRAWL	WA	56	0.212664759
2005	TRAWL	OR	58	0.851414272
2005	TRAWL	WA	58	0.218969967
2005	TRAWL	OR	60	0.476485985
2005	TRAWL	WA	60	0.794071991
2005	TRAWL	OR	62	0.343291049
2005	TRAWL	WA	62	0.69888904
2005	TRAWL	OR	64	0.691805248
2005	TRAWL	WA	64	0.9611833
2005	TRAWL	OR	66	0.325429407
2005	TRAWL	WA	66	0.493892215
2006	TRAWL	OR	12	0.401836335
2006	TRAWL	WA	12	0.540588235
2006	TRAWL	OR	14	0.40663462
2006	TRAWL	WA	14	0.518875798
2006	TRAWL	OR	16	0.422315416
2006	TRAWL	WA	16	0.583980711
2006	TRAWL	OR	18	0.28566263
2006	TRAWL	WA	18	0.198617028
2006	TRAWL	OR	20	0.539053941
2006	TRAWL	WA	20	0.66063589
2006	TRAWL	OR	22	0.002327035
2006	TRAWL	WA	22	0.084194795
2006	TRAWL	OR	24	0.589655138
2006	TRAWL	WA	24	0.794099383
2006	TRAWL	OR	26	0.218610255
2006	TRAWL	WA	26	0.252718779
2006	TRAWL	OR	28	0.351311087
2006	TRAWL	WA	28	0.38727894
2006	TRAWL	OR	30	0.888038957
2006	TRAWL	WA	30	0.092111636
2006	TRAWL	OR	32	0.480401512
2006	TRAWL	WA	32	0.033438017
2006	TRAWL	OR	34	0.09455313
2006	TRAWL	WA	34	0.916640859
2006	TRAWL	OR	36	0.472914827
2006	TRAWL	WA	36	0.716466328
2006	TRAWL	OR	38	0.575053377
2006	TRAWL	WA	38	0.215713217
2006	TRAWL	OR	40	0.401872
2006	TRAWL	WA	40	0.859102162
2006	TRAWL	OR	42	0.087927293
2006	TRAWL	WA	42	0.683346952
2006	TRAWL	OR	44	0.328045177
2006	TRAWL	WA	44	0.937798548
2006	TRAWL	OR	46	0.348346472
2006	TRAWL	WA	46	0.044884755
2006	TRAWL	OR	48	0.161850869
2006	TRAWL	WA	48	0.880854875
2006	TRAWL	OR	50	0.396573308
2006	TRAWL	WA	50	0.45808961
2006	TRAWL	OR	52	0.966555
2006	TRAWL	WA	52	0.275957874
2006	TRAWL	OR	54	0.898998275
2006	TRAWL	WA	54	0.620274415
2006	TRAWL	OR	56	0.20026024
2006	TRAWL	WA	56	0.949854024
2006	TRAWL	OR	58	0.135440304
2006	TRAWL	WA	58	0.671664854
2006	TRAWL	OR	60	0.400230306
2006	TRAWL	WA	60	0.27445923
2006	TRAWL	OR	62	0.561939169
2006	TRAWL	WA	62	0.583250622
2006	TRAWL	OR	64	0.106965625
2006	TRAWL	WA	64	0.917260299
2006	TRAWL	OR	66	0.163815734
2006	TRAWL	WA	66	0.229189318
2007	TRAWL	OR	12	0.617959445
2007	TRAWL	WA	12	0.904121666
2007	TRAWL	OR	14	0.980428982
2007	TRAWL	WA	14	0.865819465
2007	TRAWL	OR	16	0.167869549
2007	TRAWL	WA	16	0.331155192
2007	TRAWL	OR	18	0.605952025
2007	TRAWL	WA	18	0.554903887
2007	TRAWL	OR	20	0.71989443
2007	TRAWL	WA	20	0.918729918
2007	TRAWL	OR	22	0.443551869
2007	TRAWL	WA	22	0.871830846
2007	TRAWL	OR	24	0.843687892
2007	TRAWL	WA	24	0.292071802
2007	TRAWL	OR	26	0.623432364
2007	TRAWL	WA	26	0.48149759
2007	TRAWL	OR	28	0.151232365
2007	TRAWL	WA	28	0.808460816
2007	TRAWL	OR	30	0.051579953
2007	TRAWL	WA	30	0.81367137
2007	TRAWL	OR	32	0.241243572
2007	TRAWL	WA	32	0.188568634
2007	TRAWL	OR	34	0.428976465
2007	TRAWL	WA	34	0.840379668
2007	TRAWL	OR	36	0.178532587
2007	TRAWL	WA	36	0.230895306
2007	TRAWL	OR	38	0.905860148
2007	TRAWL	WA	38	0.369704982
2007	TRAWL	OR	40	0.740541985
2007	TRAWL	WA	40	0.504922767
2007	TRAWL	OR	42	0.676484083
2007	TRAWL	WA	42	0.542316167
2007	TRAWL	OR	44	0.72193554
2007	TRAWL	WA	44	0.97381263
2007	TRAWL	OR	46	0.761088643
2007	TRAWL	WA	46	0.251564819
2007	TRAWL	OR	48	0.138208775
2007	TRAWL	WA	48	0.54482388
2007	TRAWL	OR	50	0.876871047
2007	TRAWL	WA	50	0.714240926
2007	TRAWL	OR	52	0.445255057
2007	TRAWL	WA	52	0.270190939
2007	TRAWL	OR	54	0.816789313
2007	TRAWL	WA	54	0.621795426
2007	TRAWL	OR	56	0.874650512
2007	TRAWL	WA	56	0.770108907
2007	TRAWL	OR	58	0.766442322
2007	TRAWL	WA	58	0.114146085
2007	TRAWL	OR	60	0.273666479
2007	TRAWL	WA	60	0.065649061
2007	TRAWL	OR	62	0.321327383
2007	TRAWL	WA	62	0.026173464
2007	TRAWL	OR	64	0.035641964
2007	TRAWL	WA	64	0.078869503
2007	TRAWL	OR	66	0.943072874
2007	TRAWL	WA	66	0.800278994
2008	TRAWL	OR	12	0.70317298
2008	TRAWL	WA	12	0.136183119
2008	TRAWL	OR	14	0.722413263
2008	TRAWL	WA	14	0.754667673
2008	TRAWL	OR	16	0.450278475
2008	TRAWL	WA	16	0.628244235
2008	TRAWL	OR	18	0.140318077
2008	TRAWL	WA	18	0.607301646
2008	TRAWL	OR	20	0.318062156
2008	TRAWL	WA	20	0.778486157
2008	TRAWL	OR	22	0.512873548
2008	TRAWL	WA	22	0.511425107
2008	TRAWL	OR	24	0.888661162
2008	TRAWL	WA	24	0.984755701
2008	TRAWL	OR	26	0.895360933
2008	TRAWL	WA	26	0.691054237
2008	TRAWL	OR	28	0.889501047
2008	TRAWL	WA	28	0.557995932
2008	TRAWL	OR	30	0.89946985
2008	TRAWL	WA	30	0.330191226
2008	TRAWL	OR	32	0.861470062
2008	TRAWL	WA	32	0.694122521
2008	TRAWL	OR	34	0.088680779
2008	TRAWL	WA	34	0.942547259
2008	TRAWL	OR	36	0.471205567
2008	TRAWL	WA	36	0.580280612
2008	TRAWL	OR	38	0.641235219
2008	TRAWL	WA	38	0.46833715
2008	TRAWL	OR	40	0.258018271
2008	TRAWL	WA	40	0.021761783
2008	TRAWL	OR	42	0.515327681
2008	TRAWL	WA	42	0.151111396
2008	TRAWL	OR	44	0.669319618
2008	TRAWL	WA	44	0.917002099
2008	TRAWL	OR	46	0.70886857
2008	TRAWL	WA	46	0.610666418
2008	TRAWL	OR	48	0.314419973
2008	TRAWL	WA	48	0.512979342
2008	TRAWL	OR	50	0.643793644
2008	TRAWL	WA	50	0.321769462
2008	TRAWL	OR	52	0.940531904
2008	TRAWL	WA	52	0.179156201
2008	TRAWL	OR	54	0.221487204
2008	TRAWL	WA	54	0.726037866
2008	TRAWL	OR	56	0.491546225
2008	TRAWL	WA	56	0.554342468
2008	TRAWL	OR	58	0.669882676
2008	TRAWL	WA	58	0.535645893
2008	TRAWL	OR	60	0.023763313
2008	TRAWL	WA	60	0.821435201
2008	TRAWL	OR	62	0.363433358
2008	TRAWL	WA	62	0.042882948
2008	TRAWL	OR	64	0.044963122
2008	TRAWL	WA	64	0.416566668
2008	TRAWL	OR	66	0.679653106
2008	TRAWL	WA	66	0.465969556
2009	TRAWL	OR	12	0.025978789
2009	TRAWL	WA	12	0.344723533
2009	TRAWL	OR	14	0.785222805
2009	TRAWL	WA	14	0.141250125
2009	TRAWL	OR	16	0.996712814
2009	TRAWL	WA	16	0.470488883
2009	TRAWL	OR	18	0.569635508
2009	TRAWL	WA	18	0.560911222
2009	TRAWL	OR	20	0.751677172
2009	TRAWL	WA	20	0.219060136
2009	TRAWL	OR	22	0.570259115
2009	TRAWL	WA	22	0.558591669
2009	TRAWL	OR	24	0.890482437
2009	TRAWL	WA	24	0.47157072
2009	TRAWL	OR	26	0.307085128
2009	TRAWL	WA	26	0.941017788
2009	TRAWL	OR	28	0.127665493
2009	TRAWL	WA	28	0.331376931
2009	TRAWL	OR	30	0.549519922
2009	TRAWL	WA	30	0.459827452
2009	TRAWL	OR	32	0.599242841
2009	TRAWL	WA	32	0.386497609
2009	TRAWL	OR	34	0.496364638
2009	TRAWL	WA	34	0.043832578
2009	TRAWL	OR	36	0.457020327
2009	TRAWL	WA	36	0.176390628
2009	TRAWL	OR	38	0.445599333
2009	TRAWL	WA	38	0.490804331
2009	TRAWL	OR	40	0.091571544
2009	TRAWL	WA	40	0.802961086
2009	TRAWL	OR	42	0.978927916
2009	TRAWL	WA	42	0.791960018
2009	TRAWL	OR	44	0.554376902
2009	TRAWL	WA	44	0.850558722
2009	TRAWL	OR	46	0.768712356
2009	TRAWL	WA	46	0.429521601
2009	TRAWL	OR	48	0.566813066
2009	TRAWL	WA	48	0.828582235
2009	TRAWL	OR	50	0.540164561
2009	TRAWL	WA	50	0.143125735
2009	TRAWL	OR	52	0.18759762
2009	TRAWL	WA	52	0.11511442
2009	TRAWL	OR	54	0.228816471
2009	TRAWL	WA	54	0.390814972
2009	TRAWL	OR	56	0.557759218
2009	TRAWL	WA	56	0.37779067
2009	TRAWL	OR	58	0.175853991
2009	TRAWL	WA	58	0.715077882
2009	TRAWL	OR	60	0.598220566
2009	TRAWL	WA	60	0.83037208
2009	TRAWL	OR	62	0.505278433
2009	TRAWL	WA	62	0.80021375
2009	TRAWL	OR	64	0.001207708
2009	TRAWL	WA	64	0.447197534
2009	TRAWL	OR	66	0.429992103
2009	TRAWL	WA	66	0.745885825
2010	TRAWL	OR	12	0.775845699
2010	TRAWL	WA	12	0.272975625
2010	TRAWL	OR	14	0.987629248
2010	TRAWL	WA	14	0.028131167
2010	TRAWL	OR	16	0.62696834
2010	TRAWL	WA	16	0.543144223
2010	TRAWL	OR	18	0.080327201
2010	TRAWL	WA	18	0.451519299
2010	TRAWL	OR	20	0.590124574
2010	TRAWL	WA	20	0.822016496
2010	TRAWL	OR	22	0.764589372
2010	TRAWL	WA	22	0.716372805
2010	TRAWL	OR	24	0.019933673
2010	TRAWL	WA	24	0.15444628
2010	TRAWL	OR	26	0.058573297
2010	TRAWL	WA	26	0.906661041
2010	TRAWL	OR	28	0.884053975
2010	TRAWL	WA	28	0.518402139
2010	TRAWL	OR	30	0.70544864
2010	TRAWL	WA	30	0.435503626
2010	TRAWL	OR	32	0.586304591
2010	TRAWL	WA	32	0.025813646
2010	TRAWL	OR	34	0.983718944
2010	TRAWL	WA	34	0.246372019
2010	TRAWL	OR	36	0.491384764
2010	TRAWL	WA	36	0.33295875
2010	TRAWL	OR	38	0.303841413
2010	TRAWL	WA	38	0.100488534
2010	TRAWL	OR	40	0.215119208
2010	TRAWL	WA	40	0.634018723
2010	TRAWL	OR	42	0.420380731
2010	TRAWL	WA	42	0.722652289
2010	TRAWL	OR	44	0.674356395
2010	TRAWL	WA	44	0.831932319
2010	TRAWL	OR	46	0.715135639
2010	TRAWL	WA	46	0.556313966
2010	TRAWL	OR	48	0.419817465
2010	TRAWL	WA	48	0.468618702
2010	TRAWL	OR	50	0.153621424
2010	TRAWL	WA	50	0.24959658
2010	TRAWL	OR	52	0.766455248
2010	TRAWL	WA	52	0.527978755
2010	TRAWL	OR	54	0.838895279
2010	TRAWL	WA	54	0.669230649
2010	TRAWL	OR	56	0.175565778
2010	TRAWL	WA	56	0.010501774
2010	TRAWL	OR	58	0.849654233
2010	TRAWL	WA	58	0.809986858
2010	TRAWL	OR	60	0.121826735
2010	TRAWL	WA	60	0.190928097
2010	TRAWL	OR	62	0.885532017
2010	TRAWL	WA	62	0.784118563
2010	TRAWL	OR	64	0.351448116
2010	TRAWL	WA	64	0.67918069
2010	TRAWL	OR	66	0.53475997
2010	TRAWL	WA	66	0.67442569
2012	TRAWL	OR	12	0.654292409
2012	TRAWL	WA	12	0.498275869
2012	TRAWL	OR	14	0.617962708
2012	TRAWL	WA	14	0.709403017
2012	TRAWL	OR	16	0.331706719
2012	TRAWL	WA	16	0.079081303
2012	TRAWL	OR	18	0.866963103
2012	TRAWL	WA	18	0.379569118
2012	TRAWL	OR	20	0.840157187
2012	TRAWL	WA	20	0.613073427
2012	TRAWL	OR	22	0.389162709
2012	TRAWL	WA	22	0.2346421
2012	TRAWL	OR	24	0.006407792
2012	TRAWL	WA	24	0.512424263
2012	TRAWL	OR	26	0.018037875
2012	TRAWL	WA	26	0.296631206
2012	TRAWL	OR	28	0.098532692
2012	TRAWL	WA	28	0.35061258
2012	TRAWL	OR	30	0.777530858
2012	TRAWL	WA	30	0.154318952
2012	TRAWL	OR	32	0.767951549
2012	TRAWL	WA	32	0.802269142
2012	TRAWL	OR	34	0.953144564
2012	TRAWL	WA	34	0.125417109
2012	TRAWL	OR	36	0.322443748
2012	TRAWL	WA	36	0.45174438
2012	TRAWL	OR	38	0.682321508
2012	TRAWL	WA	38	0.201455086
2012	TRAWL	OR	40	0.21484781
2012	TRAWL	WA	40	0.74046332
2012	TRAWL	OR	42	0.92667413
2012	TRAWL	WA	42	0.783508626
2012	TRAWL	OR	44	0.897038475
2012	TRAWL	WA	44	0.8390697
2012	TRAWL	OR	46	0.105070963
2012	TRAWL	WA	46	0.573424568
2012	TRAWL	OR	48	0.634464955
2012	TRAWL	WA	48	0.996516522
2012	TRAWL	OR	50	0.735625492
2012	TRAWL	WA	50	0.246508549
2012	TRAWL	OR	52	0.419310104
2012	TRAWL	WA	52	0.299749022
2012	TRAWL	OR	54	0.637534164
2012	TRAWL	WA	54	0.853189303
2012	TRAWL	OR	56	0.768834185
2012	TRAWL	WA	56	0.240500441
2012	TRAWL	OR	58	0.625231588
2012	TRAWL	WA	58	0.94748673
2012	TRAWL	OR	60	0.846641851
2012	TRAWL	WA	60	0.617245315
2012	TRAWL	OR	62	0.07598796
2012	TRAWL	WA	62	0.180774827
2012	TRAWL	OR	64	0.028548877
2012	TRAWL	WA	64	0.767887396
2012	TRAWL	OR	66	0.389381046
2012	TRAWL	WA	66	0.6654372
2013	TRAWL	OR	12	0.497148965
2013	TRAWL	WA	12	0.063924165
2013	TRAWL	OR	14	0.838813228
2013	TRAWL	WA	14	0.727581491
2013	TRAWL	OR	16	0.282416336
2013	TRAWL	WA	16	0.898236265
2013	TRAWL	OR	18	0.152533313
2013	TRAWL	WA	18	0.45516013
2013	TRAWL	OR	20	0.877827894
2013	TRAWL	WA	20	0.350511417
2013	TRAWL	OR	22	0.457342284
2013	TRAWL	WA	22	0.781612637
2013	TRAWL	OR	24	0.719979723
2013	TRAWL	WA	24	0.33222725
2013	TRAWL	OR	26	0.049210267
2013	TRAWL	WA	26	0.390071919
2013	TRAWL	OR	28	0.353681732
2013	TRAWL	WA	28	0.863227547
2013	TRAWL	OR	30	0.619143078
2013	TRAWL	WA	30	0.965178268
2013	TRAWL	OR	32	0.153062876
2013	TRAWL	WA	32	0.853181558
2013	TRAWL	OR	34	0.983491969
2013	TRAWL	WA	34	0.580843203
2013	TRAWL	OR	36	0.520346992
2013	TRAWL	WA	36	0.405605559
2013	TRAWL	OR	38	0.0300332
2013	TRAWL	WA	38	0.306300858
2013	TRAWL	OR	40	0.889854722
2013	TRAWL	WA	40	0.694222542
2013	TRAWL	OR	42	0.306714027
2013	TRAWL	WA	42	0.769559557
2013	TRAWL	OR	44	0.301953953
2013	TRAWL	WA	44	0.849496041
2013	TRAWL	OR	46	0.372432427
2013	TRAWL	WA	46	0.619769603
2013	TRAWL	OR	48	0.276967068
2013	TRAWL	WA	48	0.66488132
2013	TRAWL	OR	50	0.240387646
2013	TRAWL	WA	50	0.937706593
2013	TRAWL	OR	52	0.529227069
2013	TRAWL	WA	52	0.107269717
2013	TRAWL	OR	54	0.345157752
2013	TRAWL	WA	54	0.444569264
2013	TRAWL	OR	56	0.53860245
2013	TRAWL	WA	56	0.52810246
2013	TRAWL	OR	58	0.801554337
2013	TRAWL	WA	58	0.137759067
2013	TRAWL	OR	60	0.305334032
2013	TRAWL	WA	60	0.470524025
2013	TRAWL	OR	62	0.278682789
2013	TRAWL	WA	62	0.145982581
2013	TRAWL	OR	64	0.771707293
2013	TRAWL	WA	64	0.182102109
2013	TRAWL	OR	66	0.05853274
2013	TRAWL	WA	66	0.41704391
